run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	study_title	sample_title	sample_alias	scientific_name	tax_id	instrument_platform	instrument_model	library_layout	library_strategy	library_source	library_selection	read_count	base_count	fastq_ftp	fastq_bytes	fastq_md5	center_name	first_public	last_updated	sex	host	host_sex	host_status	collection_date	country	location
ERR3572848	ERX3571086	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	10904765	3271429500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572848/ERR3572848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572848/ERR3572848_2.fastq.gz	962394656;1069347686	67205c338512ac82a320a36c0e7f674f;da9624e34dededdf8660ab5b4568a088	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572907	ERX3571145	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	13502681	4050804300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572907/ERR3572907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572907/ERR3572907_2.fastq.gz	1202707043;1364154135	8f3320dbad8a048b9d530af90e8ed25e;6d200e0d3ced9e5f7186b1bec014fb30	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572858	ERX3571096	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	10337287	3101186100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572858/ERR3572858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572858/ERR3572858_2.fastq.gz	919979179;1037908187	ecdb8a28eb3e79125dc6ca27eb1fdcac;76fe3326ff48d682a37611b9ce6c1734	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572915	ERX3571153	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	9451174	2835352200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572915/ERR3572915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572915/ERR3572915_2.fastq.gz	838078800;952277796	d50cb5dd31b80f2610d135bca6e95bf8;bc743fc7203a2745c38f7a8a830be25a	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572916	ERX3571154	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	18070648	2710597200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572916/ERR3572916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572916/ERR3572916_2.fastq.gz	815272085;913902085	29c8019ea7a49981b530a7e269d8412f;3407206d541f78233fc183cb31fd92e4	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572863	ERX3571101	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8517239	2555171700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572863/ERR3572863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572863/ERR3572863_2.fastq.gz	772456133;843449306	b1ee493ee7965b7c9305b2f97e8dfa73;7696e7679d9290f6a6e89338879f58c0	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572922	ERX3571160	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	9711973	2913591900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572922/ERR3572922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3572922/ERR3572922_2.fastq.gz	863880466;980642375	6d8fb3e0af5484b7d3c7f3ff3b60701b;5893963b8ecac388202517e1bb795288	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572866	ERX3571104	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8714933	2614479900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572866/ERR3572866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572866/ERR3572866_2.fastq.gz	777374627;842803866	49ab857439e7eb189404399f0328d7d5;3030d6bb49c626afd84f7b27db096570	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572924	ERX3571162	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	2888707	866612100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572924/ERR3572924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572924/ERR3572924_2.fastq.gz	255416843;287457262	e75c1339ed1a6294414372abfc7db542;fd370f068c2ceed1ab63b10b0de26998	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572869	ERX3571107	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	10071331	3021399300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572869/ERR3572869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572869/ERR3572869_2.fastq.gz	918211091;1013161165	2f9a3b7403639b8a0a9b97d0bb089b87;f0ed11092f1c567a93f3c4abd3f7cabd	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572871	ERX3571109	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	9922908	2976872400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572871/ERR3572871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572871/ERR3572871_2.fastq.gz	910621807;996790808	1554092450e33add03330e9933e8be4f;c11d48b243c7ee096db5ada8b43fd833	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572925	ERX3571163	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	2927207	878162100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572925/ERR3572925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572925/ERR3572925_2.fastq.gz	258538024;291584614	35685dfba35f9e8ac341876d24e78b53;e1b8fec04fa5c9b5cbf4f7ef86850314	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572875	ERX3571113	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	18073704	2711055600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572875/ERR3572875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3572875/ERR3572875_2.fastq.gz	797580110;891493595	669ec5cc1f4172d3e43d0b772e856bbd;ceddc0389ceef6fdc741d81236ce5055	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572927	ERX3571165	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	2828754	848626200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572927/ERR3572927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572927/ERR3572927_2.fastq.gz	254168223;285680900	5e7912e2395eddd1f0dcceaf51e6ccea;7168c78af00ac28bd6398f72c2bce281	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572880	ERX3571118	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8908759	2672627700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572880/ERR3572880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572880/ERR3572880_2.fastq.gz	788636060;876979795	be9563c321944ef54e698912b02acd66;4c57ba4e55d05b7eae5c384aee7305b7	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572928	ERX3571166	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	2870710	861213000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572928/ERR3572928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572928/ERR3572928_2.fastq.gz	255268299;290170955	b0fc2c621c876dfd8389f69b978dd9ca;fe22c96a395d0350568937545205df79	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572881	ERX3571119	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8289151	2486745300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572881/ERR3572881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572881/ERR3572881_2.fastq.gz	750595789;838133112	86e7a8504418ac4426da3364a08831b3;3cfb62a44ef56d5576db60c6bfa583ee	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572930	ERX3571168	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	2695380	808614000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572930/ERR3572930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572930/ERR3572930_2.fastq.gz	243872093;272658074	3985460d7d40b2808240736480e0ebfe;380b20caab041f4ad2671342ff54d9da	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572931	ERX3571169	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8984966	1347744900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572931/ERR3572931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572931/ERR3572931_2.fastq.gz	397383260;453603571	b986eeb361a07191539bff89dbf77ecc;0c5ec1d6fea20034e5a8f788c54e9a84	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572883	ERX3571121	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8410529	2523158700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572883/ERR3572883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572883/ERR3572883_2.fastq.gz	758021312;854237208	73265b0843b2f8b0e0d198ed331c7f70;eb1bef5df10d71bdd91f55b5ff17f5ee	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572933	ERX3571171	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5017651	1505295300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572933/ERR3572933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572933/ERR3572933_2.fastq.gz	433232253;508582383	ab03304e7eb944e95272cc0bc2021dd8;69ea53a9d57a6545130181fd2baea0e9	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572886	ERX3571124	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8578984	2573695200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572886/ERR3572886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572886/ERR3572886_2.fastq.gz	761729832;853481236	76ff67424e4b6c490b01b408c80faa59;09f4b19a6667497ab5e12ac2e0c35d29	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572934	ERX3571172	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	10345204	1551780600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572934/ERR3572934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3572934/ERR3572934_2.fastq.gz	438348928;493878716	5a2f12c52be64e501efc21b4b23f557c;14974663ccfcc7fe935db7d348087fc4	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572887	ERX3571125	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	8632896	2589868800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572887/ERR3572887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3572887/ERR3572887_2.fastq.gz	766103525;864561857	8c9b861bb3c38478c42284b14f4eeba6;04d21292fe5d237afb2ca3b0325617cf	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572941	ERX3571179	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5420421	1626126300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572941/ERR3572941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3572941/ERR3572941_2.fastq.gz	447386167;502997342	14668dcd028128f7455677f23219bb67;5464de92b65ccd674e7ee08c25d0d62d	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572893	ERX3571131	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	10247254	3074176200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572893/ERR3572893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572893/ERR3572893_2.fastq.gz	913233766;1035442451	0b03a1eb471869f245ab514efe53c4fc;ee35470c6e31ddfeb890b290043eab28	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572943	ERX3571181	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5507915	1652374500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572943/ERR3572943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3572943/ERR3572943_2.fastq.gz	451039607;491597709	3341492a40821a58d4e5e484fddc8cfd;32dd11dcd2ae5e176653868b8c3c58e8	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572899	ERX3571137	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	9669853	2900955900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572899/ERR3572899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3572899/ERR3572899_2.fastq.gz	863235875;954315698	29d8fb16911436ba41c1d221e5a14361;3137a7fb92eda33d9dbf4d38a424c625	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572946	ERX3571184	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5122635	1536790500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572946/ERR3572946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3572946/ERR3572946_2.fastq.gz	434003935;485805419	2256613c9bace4b70ce30efee649fc40;fa1b4acf57e1024090d27d5253b0524b	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572900	ERX3571138	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	9602076	2880622800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572900/ERR3572900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3572900/ERR3572900_2.fastq.gz	859246645;952195669	5f6a139798f69d3a1ccdd3f96c38396b;636d00474670f5fa7eda77bf28ee5c3b	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3572948	ERX3571186	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5068030	1520409000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572948/ERR3572948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3572948/ERR3572948_2.fastq.gz	433386550;480037462	9b0ab89f4fc53926649675e2e6ad3313;fa3c864dfe1624f85b1df1db9e567e20	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
